-1.021628241,-1.083279219
-0.983635382,-0.991268043
-0.946661589,-0.997035927
-1.034588785,-0.957100166
-0.959218886,-0.964404584
-1.080204278,-0.987134788
-1.108533725,-1.002959391
-0.980983137,-1.050455776
-0.978590836,-0.955218076
-1.018873448,-1.014794356
-0.968838307,-0.960047569
-0.945885252,-1.006574985
-0.960940919,-0.971551968
-0.983631622,-0.988297149
-0.926376003,-0.997212808
-0.993567778,-0.967176624
-0.999437755,-1.032257291
-0.943098599,-1.034206929
-1.027323795,-1.042337908
-0.975735222,-1.029774545
-0.976530844,-1.045178347
-0.993371963,-0.920352965
-0.985559649,-1.02146515
-1.067864887,-1.051130507
-0.902130762,-0.974772882
-0.968236293,-1.030070606
-1.016050235,-0.938172217
-0.952790014,-1.106021334
-0.938627601,-1.03481024
-1.00391606,-0.955541369
-0.975725115,-1.000250254
-0.965978071,-1.118229492
-1.06352501,-1.083180323
-1.000564278,-1.000040851
-1.062829505,-1.017359159
-0.946794043,-1.012269315
-1.027390807,-0.98695958
-0.983722701,-1.055951979
-0.940814023,-1.000771483
-1.013755284,-0.889372296
-0.958152505,-1.036113534
-1.087530764,-0.965132622
-1.122450888,-0.976335719
-1.016518052,-1.024994913
-1.02488649,-1.055935832
-1.049059528,-1.034424432
-1.054052825,-1.056225891
-0.984625041,-1.028616273
-0.964916391,-1.024379525
-0.980347054,-1.085366679
-1.003576974,-0.986040079
-0.966418303,-1.025403894
-1.095856793,-0.976503024
-0.910563488,-0.98046011
-1.010432128,-0.96220435
-1.039131593,-1.038364926
-1.0091917,-1.008380765
-0.988543331,-1.047974851
-1.017928596,-1.103881743
-1.019175808,-1.02642399
-1.121197857,-1.011191571
-0.981669287,-1.029305338
-1.011031581,-1.013952168
-1.007305725,-0.987595752
-1.023066855,-1.07029846
-0.995858858,-0.961690426
-0.937031743,-0.997792447
-1.008607057,-1.016797732
-0.995825106,-0.921123824
-1.065028123,-1.030251108
-1.003580882,-1.120729547
-1.131749042,-0.998597329
-1.017544246,-0.955395076
-1.025863044,-1.027960474
-0.865486153,-0.985515185
-0.942911358,-0.922403186
-0.961856839,-1.06440936
-1.039353292,-0.962400037
-0.9158986,-0.970318291
-1.026331742,-1.034274219
-1.025538824,-0.987537868
-0.97574051,-0.970062465
-0.98832122,-0.938237767
-1.051687065,-1.038185382
-0.999085256,-0.959101858
-1.004473162,-1.051163209
-1.086288633,-0.95934002
-0.942462282,-1.030401251
-1.07865257,-0.899216716
-1.026085245,-0.928401901
-0.973350278,-0.948357579
-1.054178741,-1.097710637
-0.994454453,-0.925619287
-0.962235229,-0.974598272
-1.044735441,-0.959394449
-1.025539279,-0.988253898
-0.985728505,-0.958695369
-1.082727385,-1.049519801
-1.067052493,-0.976024478
-1.029126794,-1.044817414
-0.96209037,-1.034597009
-1.038668781,-0.992407914
-0.980070397,-0.944183688
-0.985429095,-0.94464608
-0.989729099,-0.970555891
-0.962003084,-1.08564546
-0.959085139,-0.998147561
-0.972292036,-1.02075863
-0.983048878,-0.985505305
-0.9339041,-1.003217245
-1.020873611,-1.030748426
-0.985541957,-0.941758458
-0.943286159,-1.00896782
-1.11186892,-0.945117795
-1.022653354,-0.930027337
-1.082330286,-0.978564656
-1.050666493,-1.017362139
-0.96454839,-1.037394843
-1.034156177,-1.013892811
-0.928629917,-0.954411848
-1.050409789,-1.033231108
-0.968722071,-1.039881304
-0.972322164,-1.077819192
-1.070693044,-1.019214659
-1.006323981,-1.036858191
-0.964201662,-0.920067604
-1.06133034,-1.009483804
-1.037290336,-0.919826824
-0.935354678,-1.018922945
